reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sortOrder,appId
gp:AOqpTOHIMNxtFRHj3CMlZcrkAryp9KglMo1jYO6jF3wHKmSfrfMFlBUFqD00nnKx126tgCfr8IluzsypQCm9H_o,Gustian DW,https://play-lh.googleusercontent.com/a-/AOh14GhG6GaeTCYLsl05qyuVnIhXb9zOzexR4ASOA5n-NR4,"Syaa g tau yg salah siapa, masa katanya kalau cek covid datanya auto konek, ternyata nggak update juga,ntah dari klinik swasta nya yggak ngupdate/ ngelaporin hasil tes atau gmn, intinya g keluar aja hasil tes antigen saya seminggu yang lalu sampe sekarang belum keluar juga di aplikasi ini",1,2,4.0.5,2021-11-29 10:29:22,"Halo Gustian,

Mohon maaf atas ketidaknyamanannya. Hasil tes Covid-19 pada aplikasi PeduliLindungi dapat dilihat di menu 'Hasil Tes COVID-19'. Pastikan Anda melakukan tes di lab yang sudah terdaftar pada list (ketuk nama Anda, Status Vaksinasi & Hasil Tes COVID-19, lalu ketuk tulisan 'di sini'). Jika masih terkendala hubungi 119 ext.9. Terima kasih",2021-11-29 15:56:36,most_relevant,com.telkom.tracencare
gp:AOqpTOHkG0Kn6MCGyKdtNHi5RIodzgN73xwrVVtrWmlJOoLoIt40XuSdu3Nh1HvV_R4uFJ5OEDt_qlB0CsbCNPo,Anda,https://play-lh.googleusercontent.com/a-/AOh14GhNbnxfrhUTNLSCLopR66ms9DXBqcDNg3VhBkrx4g,"Mau daftar vaksin pake aplikasi ini ga bisa di tap selanjutnya, habis itu buka web pedulilindungi.id juga sama ga bisa tap selanjutnya malah muncul tulisan silahkan coba besok. Besoknya coba lgi tulisannya nik terdaftar. Klo ribet gini mending ga ush vucksinasi",1,3,4.0.5,2021-11-29 10:57:50,"Halo Kak,

Mohon maaf atas ketidaknyamanannya.
Sebagai alternatif, Anda dapat melakukan registrasi vaksinasi melalui website pedulilindungi.id
Untuk informasi terkait vaksinasi silahkan hubungi 119 ext. 9.

Terima kasih.

Stay healthy",2021-11-29 10:54:14,most_relevant,com.telkom.tracencare
gp:AOqpTOG71JXvqX0NNY4GJDjwBaC3NxCw3cnrnvGPmrvylnxbWOWRVuJGZL3NOYO9_9jrFM7GQysqm2jMveo2r9k,Mamiih Mudda,https://play-lh.googleusercontent.com/a-/AOh14GiMkZd7Q41Tel2SeGIQoDpa5HnzRgoUfZA5hKWf2w,Maaf saya mau tanya perihal vaksin .. saya sudah melakukan vaksin dosis pertama dan dosis kedua. Sertifikat vaksin yang pertama sudah ada cuma yang kedua ko belum ada ya saya melakukan vaksin pada tgl 27 november di gor bekasi .,1,0,4.0.5,2021-12-01 00:59:49,"Halo Kakak,

Kami mohon maaf atas ketidaknyamanan Anda.
Jika Anda sudah melakukan vaksin namun data di aplikasi PeduliLindungi belum ter-update alternatif pengecekan dapat melalui pedulilindungi.id.
Jika masih terdapat kendala silakan hubungi 119 ext. 9.

Terima kasih

Stay healthy",2021-12-01 09:39:33,most_relevant,com.telkom.tracencare
gp:AOqpTOH1yTKMIQG64X6RyQJnBtqbECziiyiwtSYL9WEKY0-3xKMiQXfWYTeL_jESd2TpSUqps9DAmadluxaY4BA,Dedhy 88 Video,https://play-lh.googleusercontent.com/a-/AOh14Gghtdr7UiWf8d193ztbxj9f7O5JP7-BDcxw5hKd,"Aplikasi tidak jelas ini mau masuk saja sudah setengah mati, ini aplikasi yg di banggakan? Pilihan bandaranya tlg perbanyak masa mau ke Morowali saja tidak ada namanya aplikasi apaan? Membanggakan tidak menyusahkan ia....",1,2,4.0.5,2021-11-30 21:19:28,"Halo Dedhy,

Kami mohon maaf atas ketidaknyamanan Anda.
Kami akan terus berupaya memberikan informasi seakurat mungkin, serta senantiasa memperbaiki performansi aplikasi ini agar lebih mudah digunakan dan kami sangat menghargai kesabaran Anda dalam menunggu perbaikan yang dirilis selanjutnya.

Stay Healthy",2021-12-01 10:09:14,most_relevant,com.telkom.tracencare
gp:AOqpTOE3pWMS3MoJn5q_vOJH50hiEeXF0nGrxIK6h0DyyXT6JfYluWkwvI3pmiX4YNerEn5uSHiQmFvPzZnyx7o,Riski Tuan Abda'u,https://play-lh.googleusercontent.com/a-/AOh14GheO8mGQAecaX59KRJtQbILSXFaS6gq99S5se524w,"Sertifikat yang diunggah tidak sesuai dengan data diri, ada kesalahan NIK dan pengguna. Sudah disampaikan kendalanya, sudah diberikan data/informasi sejelas-jelasnya namun tetap saja belum ada tindak lanjut. Kami butuh penyelesaian, bukan ketidakpastian. Integrasi peduli lindungi dan data yg dimiliki Disdukcapil harusnya disesuaikan, agar kesalahan bisa diminimumkan. Saya telah mengirim email dan mengikuti berbagai intruksinya. Tetap saja perubahan yg diharapkan belum juga muncul.",1,57,4.0.5,2021-11-26 15:42:37,"Halo Kak,

Sebelumnya kami mohon maaf atas ketidaknyamanan Anda dalam menggunakan aplikasi PeduliLindungi.
Terkait permasalahan yang berkaitan dengan aplikasi, Anda dapat menghubungi kami melalui email pedulilindungi@kominfo.go.id.

Mohon lampirkan juga capture/screenshot dari kendala yang Anda temukan.

Terima kasih.

Stay Healthy
",2021-11-26 20:28:22,most_relevant,com.telkom.tracencare
gp:AOqpTOGBsaValuaQTsewDBO6rs5vRBTzK8CJj2pHYPRoZI9tTMGBpTvyXda8yKbOlAFxSxDehK9tO0h5efdNovI,Ardhika,https://play-lh.googleusercontent.com/a-/AOh14GgGxypom30stXugo-Q1Jg3lXP47VmeGmnVix4nSjw,"Pak atau siapapun yang bertanggung jawab atas sertifikat vaksinasi, saya kan sudah vaksin nih Sampai vaksin tahap kedua juga sudah saya lakukan, tapi kenapa satupun sertifikat saya tidak keluar??? Harus kah saya vaksin lagi sampai 4 kali? Soalnya di peduli lindung tertera saya belum melakukan vaksinasi tolong di bantu pak/buk yang bertanggung jawab, saya butuh sertifikatnya untuk keperluan kerja, saya sudah menuruti segala yang di suruh pemerintah, kenapa masih ada kesulitan TOLONG !!!!",1,254,4.0.5,2021-11-29 13:27:03,"Halo Ardhika,

Mohon maaf atas ketidaknyamanan Anda.
Untuk pengecekan sertifikat dapat melalui https://www.pedulilindungi.id/, login lalu pilih menu 'Cek Sertifikat di sini' (paling atas) lalu isi data yang diminta, lalu cek/unduh sertifikat Anda.
Jika terkendala hubungi 119 ext. 9 atau email ke sertifikat@pedulilindungi.id. Stay Healthy",2021-11-29 18:05:56,most_relevant,com.telkom.tracencare
gp:AOqpTOF0sUVz6wtE_tB0TqE-07eipcojuCKFabO0FYZFTOGKeH2_IRsGlQ_FB4dbAfYV2MRXS5wECUF0LlEqe4g,Kamu Kagausahkepo,https://play-lh.googleusercontent.com/a/AATXAJx_c05lX7cKitKkhubFI60bfyORHrVntJRR4Koo=mo,"Ko,sertifikat vaksin ga bisa langsung di lihat.apa karena vaksin di puskesmas? Suami selesai vaksin keluar dr tempat vaksin,sertifikat keluar di aplikasi. Ayolah masa aplikasi program pemerintah kaya gini,.😔",1,1,4.0.5,2021-11-30 10:10:53,"Halo Kak,

Kami mohon maaf atas ketidaknyamanan Anda. Saat ini Anda dapat lihat sertifikat vaksin Anda di menu 'Sertifikat Vaksin' pada halaman utama aplikasi PeduliLindungi.
Jika terkendala silakan cek melalui website pedulilindungi.id, hubungi pelayanan vaksinasi 119 ext. 9 atau email ke sertifikat@pedulilindungi.id.

Terima kasih",2021-11-30 16:41:23,most_relevant,com.telkom.tracencare
gp:AOqpTOHyTJP3-OToWR6o-Er-s1AS6yQ-f_Jsv2l-kg8X9Rh9sD4ak87F2HiyQfmu2RZ6ffvAtTuaCS3eglGrrj0,wahyu manda saputra,https://play-lh.googleusercontent.com/a-/AOh14GjpQ_9nc2En4z08N_lnK58KqmC-e-fnxU4nmW9G,"Udah masukin nik dan nama dan ""nik ditemukan"" tp gk bs di pencet tombol ""lanjutkan"" utk ke formulir , soalny ini mau daftar tp pendaftaran minta tiket peduli lindungi sedangkan aplikasi peduli lindungi dr awal bulan sy coba gk bs daftar",1,1,4.0.5,2021-11-29 19:04:13,"Halo Kak,

Sebelumnya kami mohon maaf atas ketidaknyamanan Anda dalam menggunakan aplikasi PeduliLindungi.
Terkait permasalahan yang berkaitan dengan aplikasi, Anda dapat menghubungi kami melalui email pedulilindungi@kominfo.go.id.

Mohon lampirkan juga capture/screenshot dari kendala yang Anda temukan.

Terima kasih.

Stay Healthy
",2021-11-30 08:39:47,most_relevant,com.telkom.tracencare
gp:AOqpTOGYfbYj8yWxtW2GM5MqD0Cfyg_guyt3cYfj8DEQv7OS_GiAfyzrqyUlmY60wf6UzLH5oQRe-EYtkH17_j0,Iqbal Syahputra,https://play-lh.googleusercontent.com/a/AATXAJwDPqmRNB7b5QV39rhzgrwBQJgNW615oFLtXGBj=mo,"Tolong sistem informasi aplikasi nya di benerin pak/buk, saya sudah vaksin, tapi di aplikasi tertera belum vaksin, padahal sertifikat vaksin nya sudah keluar, tolong perbaiki aplikasi nya pak/buk.",1,0,4.0.5,2021-11-30 18:40:53,"Halo Iqbal,
Mohon maaf atas ketidaknyamanannya. Harap lengkapi data diri Anda di profil akun. Jika sudah divaksin, pastikan status Anda tercantum 'sudah vaksin' di menu 'Status vaksin & Tes Covid-19' dan hasil tes Covid-19 terakhir Anda negatif serta tidak kontak erat dengan individu yang sedang positif Covid-19. Jika terkendala, hubungi 119 ext. 9",2021-12-01 15:39:46,most_relevant,com.telkom.tracencare
gp:AOqpTOGKLoad7RqRadbPMYz8v-0xRK2jcF2FepeYd2YIKyjtjcmTYbcFeVnYkblYlM60Ob9b7EeF4R36fF6Jb6w,Vie Vie,https://play-lh.googleusercontent.com/a/AATXAJzD2M19td1yt0irCFSV6TgHie0OElyGd1N4nZET=mo,"pemerintah yg minta dan mengharuskan rakyat punya aplikasi ini untuk vasilitasi kegiatan,aktivitas diluar rmh, bepergian. Tp tidak ditunjang perbaikan aplikasi lbh baik. . Saya sdh buka aplikasi ini berkali kali pasca download dari playstore. Hasilnya selalu muncul tulisan ""Sayangnya aplikasi ini sudah berhenti "". Malah disarankan menggunkn android spek 7 . Rakyat kecil sprti saya harus dibebani beli hp lg yg lbh mahal. menyedihkan. Kondisi ekonomi sedang sulit dibebani hrs punya hp mahal.",1,15,4.0.5,2021-11-26 07:22:33,"Halo Vie Vie, Kami mohon maaf atas ketidaknyamanan Anda. Kami akan terus berupaya memberikan informasi seakurat mungkin, serta senantiasa memperbaiki performansi aplikasi ini agar lebih mudah digunakan dan kami sangat menghargai kesabaran Anda dalam menunggu perbaikan yang dirilis selanjutnya. Stay Healthy",2021-11-26 17:54:30,most_relevant,com.telkom.tracencare
gp:AOqpTOFNZGQQrJqly_7n8hmiCwTOGmIN4Ooieyn3m1LcJWKjPi1b9QqFNVtU0MJVLGIFtADtI8FUshpsxZqmhW8,deriyus Waruwu,https://play-lh.googleusercontent.com/a-/AOh14GiqG7ZSUvQoQPlLoZhNSlwVOmVjUaNUOTWDkNfu4Q,"Kalau ada aplikasi PeduliLindungi jadi buat apa diperlakukan PCR..? bikin aneh aja, PCR dibayar lagi..jadi pertanyaan disitu adalah apakah bukan merugikan masyarakat kecil dengan diharuskan berlaku PCR ketika berangkat keluar kota atau Naik pesawat..? Ini ada apa sebenarnya...?",1,4,4.0.5,2021-11-27 07:42:01,"Halo Deriyus,

Kami mohon maaf atas ketidaknyamanan Anda.
Jika menemukan saran terkait aplikasi PeduliLindungi, silakan laporkan melalui email pedulilindungi@kominfo.go.id
Kami terus berupaya untuk meningkatkan performansi agar lebih mudah digunakan.

Terima kasih

Stay Healthy",2021-11-29 14:50:06,most_relevant,com.telkom.tracencare
gp:AOqpTOEducjyhb80ajyZ_10BoA86jvRLpnN3dD49vVl3NndyMT4pHIAFHog9wywdCjRtd6Y5OqAIk959x1U50L0,satu sinyal,https://play-lh.googleusercontent.com/a/AATXAJzL1XVXVBzrCyn3GSpjBC_aPsr4sJCRkuxaO0WX=mo,Ngisi data tgl lahir nya keren ya.. Bikin jari keriting... Kenapa ga pakai sistem kursor ke bawah saja. Udah gitu ngulang berkali kali dan pas di save internal eror. Terima kasih sudah menghabiskan waktu saya,1,1,4.0.5,2021-11-27 09:35:07,"Halo Kakak,

Mohon maaf atas ketidaknyamanan Anda.
Jika terkendala pengisian data diri/profil pada aplikasi, sebagai alternatif Anda dapat melengkapi data diri melalui website pedulilindungi.id. Kami terus berupaya untuk meningkatkan performansi aplikasi agar lebih mudah digunakan.

Terima kasih",2021-11-29 13:52:03,most_relevant,com.telkom.tracencare
gp:AOqpTOG_Or1iiaSDPqWXVtlf3kNJMezVOhVsScb1nQLwR91Ha8-p_ZuDhv88dRLK1aLEIF1W7iN9kdEUbkW04MU,Anisah Listiani,https://play-lh.googleusercontent.com/a-/AOh14GguF-5WXUMO_3VbNBTWHcGzfp_fzskkOvKG-_f3RQ,"Tau lah males, dikit2 keluar dikit2 keluar. Harus login lagi verivikasi nomer hp lagi. Muak tau gak!! Pikirin dong kita yang kerja di Mall yang harus lgsg scan barcode keburu2 karna takut telat, tp pas mau masuk aplikasi suruh relogin lagi !!! Udah 5 kali loh sy gituu. Muak njir",1,4,4.0.5,2021-11-28 08:56:34,"Halo Kak,

Sebelumnya kami mohon maaf atas ketidaknyamanan Anda dalam menggunakan aplikasi PeduliLindungi.
Terkait permasalahan yang berkaitan dengan aplikasi, Anda dapat menghubungi kami melalui email pedulilindungi@kominfo.go.id.

Mohon lampirkan juga capture/screenshot dari kendala yang Anda temukan.

Terima kasih.

Stay Healthy
",2021-11-29 09:46:33,most_relevant,com.telkom.tracencare
gp:AOqpTOFinBTA8D2uuhWTSjDlHu4Il_VQZobq7GZEk7coQ08-CoT1f4Hf3IeXIOgb6wJzLly3gkuZUlBQR_bQHDA,Vandhy ks,https://play-lh.googleusercontent.com/a/AATXAJwhDVA586t6ElpYxe6aOjPDIJB6zSliaqZwduN2=mo,"Aplikasi sampah ngak guna , yang bikin program bukan profesional, tapi anak TK yang baru belajar bahasa pemograman. input tanggal lahir bulan dan tahun tidak dipisah, pisahkan masing - masing form, antara tanggal lahir bulan dan tahun, jangan seperti orang bodoh buat program asal asalan, kalian bikin program dibayar sama negara jangan kerja sembarangan.bayangkan jika dia lahir Januari tahun 49, alangkah ribetnya mengimput data, klim sertifikat vaksin bertele tele.",1,168,4.0.5,2021-11-30 03:34:41,"Halo Vandhy,

Mohon maaf atas ketidaknyamanan Anda.
Pengisian tanggal lahir dapat dilakukan dengan mengetuk 'Tahun' lalu scroll untuk memilih tahun kelahiran Anda, 'Bulan', serta 'Tanggal' lalu simpan. Jika masih terkendala, sebagai alternatif Anda dapat mengisi data diri melalui website pedulilindungi.id.

Terima kasih.
Stay healthy",2021-11-29 10:36:14,most_relevant,com.telkom.tracencare
gp:AOqpTOF2RzDNb-y6g0Fo0cKCLWyLRdnVouIyY0ASmKIU8pn4o67nr1Kx5fq1AlyaVrqymcOvZKHhSxXRuSoRISc,Aditya Kurniawan,https://play-lh.googleusercontent.com/a-/AOh14GgQtKMCO9MN-1Xgzvtjbbj63SsPBCI6gQLO5_sHng,"Sertifikat vaksin 2 belum terbit di aplikasi ini. Padahal di web PeduliLindungi sudah terbit, kemudian saya unduh. Saya pun juga sudah klaim sertifikat vaksin, tetapi belum ada perubahan. Apalagi aplikasi ini dipergunakan untuk administrasi perjalanan.. Mohon untuk cepat ditindak lanjuti! Apabila sudah ditindak lanjuti, pasti saya ganti menjadi bintang 5, klo ada bintang 10 saya kasih.",1,0,4.0.5,2021-12-02 03:31:52,"Halo Aditya Kurniawan,

Kami mohon maaf atas ketidaknyamanan Anda.
Jika Anda sudah melakukan vaksin namun data di aplikasi PeduliLindungi belum ter-update alternatif pengecekan dapat melalui pedulilindungi.id.
Jika masih terdapat kendala silakan hubungi 119 ext. 9.

Terima kasih

Stay healthy",2021-12-01 09:49:36,most_relevant,com.telkom.tracencare
